method_id,dataset_id,metric_id,score
spagcn,zenodo_spatial/merfish/human_cortex_4,correlation,0.1786
spagcn,zenodo_spatial/merfish/mouse_cortex,correlation,0.0373
spagcn,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,
spagcn,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,-0.0324
spagcn,zenodo_spatial/slideseqv2/mouse_cortex,correlation,-0.0324
spagcn,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,-0.0324
spagcn,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,-0.0324
spagcn,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,-0.0324
spagcn,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,-0.1211
spagcn,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.214
spagcn,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.4969
spagcn,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.7363
spagcn,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.6501
spagcn,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.6076
spagcn,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.3177
spagcn,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,-0.1204
spagcn,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,-0.0591
spagcn,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.0619
spagcn,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.0096
spagcn,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,-0.1421
spagcn,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.4811
spagft,tenx_visium/post_xenium/human_colon_cancer,correlation,0.6731
spagft,tenx_visium/post_xenium/mouse_brain,correlation,0.8968
spagft,tenx_visium/visium/human_brain_cancer,correlation,0.8358
spagft,tenx_visium/visium/human_breast_cancer_1,correlation,0.501
spagft,tenx_visium/visium/human_breast_cancer_2,correlation,0.6787
spagft,tenx_visium/visium/human_cerebellum,correlation,0.2937
spagft,tenx_visium/visium/human_cervical_cancer,correlation,0.4118
spagft,tenx_visium/visium/human_colorectal_cancer,correlation,0.6895
spagft,tenx_visium/visium/human_heart,correlation,0.3888
spagft,tenx_visium/visium/human_intestinal_cancer,correlation,0.8185
spagft,tenx_visium/visium/human_kidney,correlation,0.3853
spagft,tenx_visium/visium/human_lung_cancer,correlation,0.6385
spagft,tenx_visium/visium/human_lymph_node,correlation,0.6095
spagft,tenx_visium/visium/human_normal_prostate,correlation,0.7705
spagft,tenx_visium/visium/human_prostate_cancer,correlation,0.7903
spagft,tenx_visium/visium/human_skin_melanoma,correlation,0.8556
spagft,tenx_visium/visium/mouse_brain_coronal,correlation,0.8756
spagft,tenx_visium/visium/mouse_embryo,correlation,0.9286
spagft,tenx_visium/visium/mouse_kidney_v1,correlation,0.3255
spagft,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.5646
spagft,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.7611
spagft,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.7017
spagft,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.7442
spagft,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.5981
spagft,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.7074
spagft,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.803
spagft,zenodo_spatial/merfish/human_cortex_1,correlation,0.6724
spagft,zenodo_spatial/merfish/human_cortex_2,correlation,0.655
spagft,zenodo_spatial/merfish/human_cortex_3,correlation,0.8619
spagft,zenodo_spatial/merfish/human_cortex_4,correlation,0.823
spagft,zenodo_spatial/merfish/mouse_cortex,correlation,0.6891
spagft,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,0.909
spagft,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,0.861
spagft,zenodo_spatial/slideseqv2/mouse_cortex,correlation,0.7476
spagft,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,0.82
spagft,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,0.8152
spagft,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,0.8762
spagft,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,0.8069
spagft,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.6815
spagft,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.7187
spagft,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.8025
spagft,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.7615
spagft,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.7303
spagft,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.7558
spagft,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.2189
spagft,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.7743
spagft,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.6099
spagft,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.3451
spagft,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.6937
spagft,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.8644
spanve,tenx_visium/post_xenium/human_colon_cancer,correlation,0.9941
spanve,tenx_visium/post_xenium/mouse_brain,correlation,0.9775
spanve,tenx_visium/visium/human_brain_cancer,correlation,0.9939
spanve,tenx_visium/visium/human_breast_cancer_1,correlation,0.9522
spanve,tenx_visium/visium/human_breast_cancer_2,correlation,0.9307
spanve,tenx_visium/visium/human_cerebellum,correlation,0.951
spanve,tenx_visium/visium/human_cervical_cancer,correlation,0.9373
spanve,tenx_visium/visium/human_colorectal_cancer,correlation,0.932
spanve,tenx_visium/visium/human_heart,correlation,0.7543
spanve,tenx_visium/visium/human_intestinal_cancer,correlation,0.9091
spanve,tenx_visium/visium/human_kidney,correlation,0.983
spanve,tenx_visium/visium/human_lung_cancer,correlation,0.9423
spanve,tenx_visium/visium/human_lymph_node,correlation,0.9099
spanve,tenx_visium/visium/human_normal_prostate,correlation,0.8432
spanve,tenx_visium/visium/human_prostate_cancer,correlation,0.905
spanve,tenx_visium/visium/human_skin_melanoma,correlation,0.9771
spanve,tenx_visium/visium/mouse_brain_coronal,correlation,0.9349
spanve,tenx_visium/visium/mouse_embryo,correlation,0.867
spanve,tenx_visium/visium/mouse_kidney_v1,correlation,0.8288
spanve,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.8718
spanve,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.636
spanve,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.7533
spanve,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.6901
spanve,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.8181
spanve,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.7766
spanve,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.8562
spanve,zenodo_spatial/merfish/human_cortex_1,correlation,0.4331
spanve,zenodo_spatial/merfish/human_cortex_2,correlation,0.309
spanve,zenodo_spatial/merfish/human_cortex_3,correlation,0.7316
spanve,zenodo_spatial/merfish/human_cortex_4,correlation,0.6202
spanve,zenodo_spatial/merfish/mouse_cortex,correlation,0.8811
spanve,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,0.9718
spanve,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,0.9
spanve,zenodo_spatial/slideseqv2/mouse_cortex,correlation,0.9
spanve,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,0.9124
spanve,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,0.8381
spanve,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,0.8952
spanve,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,-0.365
spanve,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,-0.1295
spanve,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.6779
spanve,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.7128
spanve,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.7069
spanve,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.6815
spanve,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.7072
spanve,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.9966
spanve,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.9608
spanve,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.5229
spanve,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.1851
spanve,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.9034
spanve,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.8581
spark,tenx_visium/post_xenium/human_colon_cancer,correlation,-0.0597
spark,tenx_visium/post_xenium/mouse_brain,correlation,0.3535
spark,tenx_visium/visium/human_brain_cancer,correlation,
spark,tenx_visium/visium/human_breast_cancer_1,correlation,-0.15
spark,tenx_visium/visium/human_breast_cancer_2,correlation,0.386
spark,tenx_visium/visium/human_cerebellum,correlation,0.2561
spark,tenx_visium/visium/human_cervical_cancer,correlation,0.0106
spark,tenx_visium/visium/human_colorectal_cancer,correlation,0.2132
spark,tenx_visium/visium/human_heart,correlation,0.4176
spark,tenx_visium/visium/human_intestinal_cancer,correlation,0.4931
spark,tenx_visium/visium/human_kidney,correlation,0.1146
spark,tenx_visium/visium/human_lung_cancer,correlation,0.0977
spark,tenx_visium/visium/human_lymph_node,correlation,0.4346
spark,tenx_visium/visium/human_normal_prostate,correlation,0.6949
spark,tenx_visium/visium/human_prostate_cancer,correlation,0.4951
spark,tenx_visium/visium/human_skin_melanoma,correlation,-0.4546
spark,tenx_visium/visium/mouse_brain_coronal,correlation,0.4888
spark,tenx_visium/visium/mouse_embryo,correlation,-0.0431
spark,tenx_visium/visium/mouse_kidney_v1,correlation,0.4402
spark,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.5105
spark,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.7806
spark,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.6279
spark,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.7436
spark,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.533
spark,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.65
spark,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.6747
spark,zenodo_spatial/merfish/human_cortex_1,correlation,0.5393
spark,zenodo_spatial/merfish/human_cortex_2,correlation,0.6132
spark,zenodo_spatial/merfish/human_cortex_3,correlation,0.7458
spark,zenodo_spatial/merfish/human_cortex_4,correlation,0.847
spark,zenodo_spatial/merfish/mouse_cortex,correlation,
spark,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,
spark,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,
spark,zenodo_spatial/slideseqv2/mouse_cortex,correlation,
spark,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,
spark,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,
spark,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,
spark,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,0.659
spark,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.525
spark,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.7403
spark,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.7997
spark,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.7713
spark,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.7661
spark,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.7359
spark,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.0558
spark,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.2882
spark,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.3035
spark,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,-0.3151
spark,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.1967
spark,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.6763
spark_x,tenx_visium/post_xenium/human_colon_cancer,correlation,0.9569
spark_x,tenx_visium/post_xenium/mouse_brain,correlation,0.9327
spark_x,tenx_visium/visium/human_brain_cancer,correlation,0.9311
spark_x,tenx_visium/visium/human_breast_cancer_1,correlation,0.9604
spark_x,tenx_visium/visium/human_breast_cancer_2,correlation,0.9178
spark_x,tenx_visium/visium/human_cerebellum,correlation,0.8588
spark_x,tenx_visium/visium/human_cervical_cancer,correlation,0.9477
spark_x,tenx_visium/visium/human_colorectal_cancer,correlation,0.9131
spark_x,tenx_visium/visium/human_heart,correlation,0.7774
spark_x,tenx_visium/visium/human_intestinal_cancer,correlation,0.892
spark_x,tenx_visium/visium/human_kidney,correlation,0.9583
spark_x,tenx_visium/visium/human_lung_cancer,correlation,0.9297
spark_x,tenx_visium/visium/human_lymph_node,correlation,0.9575
spark_x,tenx_visium/visium/human_normal_prostate,correlation,0.8605
spark_x,tenx_visium/visium/human_prostate_cancer,correlation,0.8903
spark_x,tenx_visium/visium/human_skin_melanoma,correlation,0.9799
spark_x,tenx_visium/visium/mouse_brain_coronal,correlation,0.9057
spark_x,tenx_visium/visium/mouse_embryo,correlation,0.9665
spark_x,tenx_visium/visium/mouse_kidney_v1,correlation,0.9061
spark_x,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.9479
spark_x,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.7736
spark_x,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.8522
spark_x,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.8251
spark_x,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.8642
spark_x,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.8422
spark_x,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.8624
spark_x,zenodo_spatial/merfish/human_cortex_1,correlation,0.8001
spark_x,zenodo_spatial/merfish/human_cortex_2,correlation,0.7977
spark_x,zenodo_spatial/merfish/human_cortex_3,correlation,0.9282
spark_x,zenodo_spatial/merfish/human_cortex_4,correlation,0.8778
spark_x,zenodo_spatial/merfish/mouse_cortex,correlation,0.8829
spark_x,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,0.9043
spark_x,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,0.904
spark_x,zenodo_spatial/slideseqv2/mouse_cortex,correlation,0.9324
spark_x,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,0.9257
spark_x,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,0.9162
spark_x,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,0.932
spark_x,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,0.929
spark_x,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.9605
spark_x,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.7693
spark_x,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.8438
spark_x,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.7925
spark_x,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.7749
spark_x,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.7775
spark_x,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.9796
spark_x,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.9395
spark_x,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.8727
spark_x,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.6982
spark_x,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.8757
spark_x,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.8795
spatialde,tenx_visium/post_xenium/human_colon_cancer,correlation,0.6996
spatialde,tenx_visium/post_xenium/mouse_brain,correlation,0.9385
spatialde,tenx_visium/visium/human_brain_cancer,correlation,0.8922
spatialde,tenx_visium/visium/human_breast_cancer_1,correlation,0.4888
spatialde,tenx_visium/visium/human_breast_cancer_2,correlation,0.4568
spatialde,tenx_visium/visium/human_cerebellum,correlation,0.2549
spatialde,tenx_visium/visium/human_cervical_cancer,correlation,0.819
spatialde,tenx_visium/visium/human_colorectal_cancer,correlation,0.971
spatialde,tenx_visium/visium/human_heart,correlation,0.3888
spatialde,tenx_visium/visium/human_intestinal_cancer,correlation,0.7756
spatialde,tenx_visium/visium/human_kidney,correlation,0.3895
spatialde,tenx_visium/visium/human_lung_cancer,correlation,0.5259
spatialde,tenx_visium/visium/human_lymph_node,correlation,0.8215
spatialde,tenx_visium/visium/human_normal_prostate,correlation,0.7271
spatialde,tenx_visium/visium/human_prostate_cancer,correlation,0.6344
spatialde,tenx_visium/visium/human_skin_melanoma,correlation,0.6179
spatialde,tenx_visium/visium/mouse_brain_coronal,correlation,0.7328
spatialde,tenx_visium/visium/mouse_embryo,correlation,0.915
spatialde,tenx_visium/visium/mouse_kidney_v1,correlation,0.7785
spatialde,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.5983
spatialde,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.4791
spatialde,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.6451
spatialde,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.6286
spatialde,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.5165
spatialde,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.7282
spatialde,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.8144
spatialde,zenodo_spatial/merfish/human_cortex_1,correlation,0.3338
spatialde,zenodo_spatial/merfish/human_cortex_2,correlation,0.2088
spatialde,zenodo_spatial/merfish/human_cortex_3,correlation,0.3688
spatialde,zenodo_spatial/merfish/human_cortex_4,correlation,0.442
spatialde,zenodo_spatial/merfish/mouse_cortex,correlation,0.8152
spatialde,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,0.8971
spatialde,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,0.9171
spatialde,zenodo_spatial/slideseqv2/mouse_cortex,correlation,0.5773
spatialde,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,0.9124
spatialde,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,0.7806
spatialde,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,0.7752
spatialde,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,0.8088
spatialde,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.7947
spatialde,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.5977
spatialde,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.538
spatialde,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.6295
spatialde,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.572
spatialde,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.5474
spatialde,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.1892
spatialde,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.7573
spatialde,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.1352
spatialde,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.0512
spatialde,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.1962
spatialde,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.641
spatialde2,tenx_visium/post_xenium/human_colon_cancer,correlation,0.8038
spatialde2,tenx_visium/post_xenium/mouse_brain,correlation,0.9406
spatialde2,tenx_visium/visium/human_brain_cancer,correlation,0.8886
spatialde2,tenx_visium/visium/human_breast_cancer_1,correlation,0.3893
spatialde2,tenx_visium/visium/human_breast_cancer_2,correlation,0.5162
spatialde2,tenx_visium/visium/human_cerebellum,correlation,0.3067
spatialde2,tenx_visium/visium/human_cervical_cancer,correlation,0.7322
spatialde2,tenx_visium/visium/human_colorectal_cancer,correlation,0.9684
spatialde2,tenx_visium/visium/human_heart,correlation,0.4587
spatialde2,tenx_visium/visium/human_intestinal_cancer,correlation,0.7558
spatialde2,tenx_visium/visium/human_kidney,correlation,0.495
spatialde2,tenx_visium/visium/human_lung_cancer,correlation,0.5013
spatialde2,tenx_visium/visium/human_lymph_node,correlation,0.8474
spatialde2,tenx_visium/visium/human_normal_prostate,correlation,
spatialde2,tenx_visium/visium/human_prostate_cancer,correlation,0.675
spatialde2,tenx_visium/visium/human_skin_melanoma,correlation,0.4276
spatialde2,tenx_visium/visium/mouse_brain_coronal,correlation,0.8501
spatialde2,tenx_visium/visium/mouse_embryo,correlation,0.8636
spatialde2,tenx_visium/visium/mouse_kidney_v1,correlation,0.7377
spatialde2,tenx_visium/visium/mouse_olfactory_bulb,correlation,0.6046
spatialde2,zenodo_spatial/dbitseq/mouse_e10_brain,correlation,0.7617
spatialde2,zenodo_spatial/dbitseq/mouse_e10_eye,correlation,0.772
spatialde2,zenodo_spatial/dbitseq/mouse_e10_whole_body,correlation,0.7501
spatialde2,zenodo_spatial/dbitseq/mouse_e11_1,correlation,0.6771
spatialde2,zenodo_spatial/dbitseq/mouse_e11_2,correlation,0.8
spatialde2,zenodo_spatial/dbitseq/mouse_e11_lower_body,correlation,0.9
spatialde2,zenodo_spatial/merfish/human_cortex_1,correlation,0.6575
spatialde2,zenodo_spatial/merfish/human_cortex_2,correlation,0.5549
spatialde2,zenodo_spatial/merfish/human_cortex_3,correlation,0.6042
spatialde2,zenodo_spatial/merfish/human_cortex_4,correlation,0.8011
spatialde2,zenodo_spatial/merfish/mouse_cortex,correlation,0.8594
spatialde2,zenodo_spatial/seqfish/mouse_organogenesis_seqfish,correlation,0.9764
spatialde2,zenodo_spatial/slideseqv2/mouse_cerebellum,correlation,0.941
spatialde2,zenodo_spatial/slideseqv2/mouse_cortex,correlation,0.541
spatialde2,zenodo_spatial/slideseqv2/mouse_hippocampus_puck,correlation,0.8733
spatialde2,zenodo_spatial/slideseqv2/mouse_olfactory_bulb_puck,correlation,0.899
spatialde2,zenodo_spatial/slideseqv2/mouse_somatosensory_cortex_puck,correlation,0.66
spatialde2,zenodo_spatial/starmap/mouse_brain_2d_zstep10_0,correlation,0.8438
spatialde2,zenodo_spatial/starmap/mouse_brain_2d_zstep15_0,correlation,0.8385
spatialde2,zenodo_spatial/stereoseq/drosophila_embryo_e10,correlation,0.712
spatialde2,zenodo_spatial/stereoseq/drosophila_embryo_e5_6,correlation,0.7602
spatialde2,zenodo_spatial/stereoseq/drosophila_embryo_e6_3,correlation,0.7432
spatialde2,zenodo_spatial/stereoseq/drosophila_embryo_e7,correlation,0.711
spatialde2,zenodo_spatial/stereoseq/drosophila_embryo_e9_1,correlation,0.6649
spatialde2,zenodo_spatial/visium/human_heart_myocardial_infarction_1,correlation,0.0589
spatialde2,zenodo_spatial/visium/human_heart_myocardial_infarction_2,correlation,0.6821
spatialde2,zenodo_spatial_slidetags/slidetags/human_cortex,correlation,0.2598
spatialde2,zenodo_spatial_slidetags/slidetags/human_skin_melanoma,correlation,0.0968
spatialde2,zenodo_spatial_slidetags/slidetags/human_tonsil,correlation,0.157
spatialde2,zenodo_spatial_slidetags/slidetags/mouse_embryo,correlation,0.9141
