source,tissue,dataset,type,cell_type,method,score
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,Gemini-2.0,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,Gemini-2.5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,GPT-4o,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,GPT-5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,Grok-3,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,Grok-4,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,Kimi-k2,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,CellMarker2.0,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,ScType,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Myeloids,SingleR,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Claude-3.7,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Claude-4.1,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,DeepSeek-R1,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Doubao-1.6,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Gemini-2.0,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Gemini-2.5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,GPT-4o,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,GPT-5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Grok-3,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Grok-4,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,Kimi-k2,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,CellMarker2.0,0
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,ScType,0
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,Stromal cells,SingleR,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Claude-3.7,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Claude-4.1,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,DeepSeek-R1,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Doubao-1.6,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Gemini-2.0,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Gemini-2.5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,GPT-4o,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,GPT-5,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Grok-3,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Grok-4,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,Kimi-k2,1
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,CellMarker2.0,0
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,ScType,0.5
Literature,Colorectal cancer,Literature_Colorectal_cancer,Broad Cell type,T cells,SingleR,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Claude-3.7,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,CellMarker2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Central venous LSECs,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,ScType,1
Literature,Liver,Literature_Liver,Broad Cell type,Cholangiocytes,SingleR,0
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Doubao-1.6,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,GPT-5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Grok-4,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,ScType,0
Literature,Liver,Literature_Liver,Broad Cell type,Erythroid Cells,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Doubao-1.6,0
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,CellMarker2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,ScType,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatic Stellate Cells,SingleR,0
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Claude-3.7,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,ScType,0
Literature,Liver,Literature_Liver,Broad Cell type,Hepatocyte,SingleR,0
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Doubao-1.6,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,GPT-5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Grok-4,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,Kimi-k2,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,CellMarker2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Inflammatory Macrophage,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Grok-4,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,Kimi-k2,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Mature B Cells,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Claude-3.7,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,NK-like Cells,SingleR,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Claude-3.7,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,CellMarker2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,ScType,1
Literature,Liver,Literature_Liver,Broad Cell type,Non-inflammatory Macrophage,SingleR,1
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Doubao-1.6,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,GPT-5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Grok-4,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,Kimi-k2,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Periportal LSECs,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Claude-3.7,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Claude-4.1,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,DeepSeek-R1,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Gemini-2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Gemini-2.5,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,GPT-4o,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Grok-3,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,CellMarker2.0,1
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,ScType,0
Literature,Liver,Literature_Liver,Broad Cell type,Plasma Cells,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Claude-3.7,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Claude-4.1,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,DeepSeek-R1,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Doubao-1.6,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Gemini-2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,GPT-4o,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,GPT-5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Grok-3,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,Kimi-k2,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,CellMarker2.0,0
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,Portal endothelial Cells,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,GPT-5,1
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,Kimi-k2,1
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,CellMarker2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,alpha-beta T Cells,SingleR,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Claude-3.7,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Claude-4.1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,DeepSeek-R1,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Doubao-1.6,1
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Gemini-2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Gemini-2.5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,GPT-4o,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,GPT-5,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Grok-3,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Grok-4,1
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,Kimi-k2,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,CellMarker2.0,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,ScType,0.5
Literature,Liver,Literature_Liver,Broad Cell type,gamma-delta T Cells,SingleR,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Gemini-2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,GPT-4o,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Grok-4,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,Kimi-k2,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,CellMarker2.0,0
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,ScType,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Acinar,SingleR,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Gemini-2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,GPT-4o,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Grok-4,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,Kimi-k2,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,CellMarker2.0,0
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,ScType,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Alpha,SingleR,0
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Gemini-2.0,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,GPT-4o,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Grok-4,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,Kimi-k2,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,CellMarker2.0,0
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,ScType,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Beta,SingleR,0
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Gemini-2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,GPT-4o,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Grok-4,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,Kimi-k2,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,CellMarker2.0,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,ScType,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Delta,SingleR,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Gemini-2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,GPT-4o,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Grok-4,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,Kimi-k2,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,CellMarker2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,ScType,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Ductal,SingleR,0.5
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Claude-3.7,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Claude-4.1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,DeepSeek-R1,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Doubao-1.6,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Gemini-2.0,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Gemini-2.5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,GPT-4o,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,GPT-5,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Grok-3,1
Literature,Pancreas,Literature_Pancreas,Broad Cell type,Endothelial,Grok-4,1
