dataset,scenario,method,metric,score
bct,randomly_wrong_70,scDREAMER,NMI_cluster/label,0.638111
bct,randomly_wrong_70,scDREAMER,graph_conn,0.999776
bct,randomly_wrong_70,scDREAMER,kBET,0.443658
bct,randomly_wrong_70,scDREAMER,pos_rate,0.995128
bct,randomly_wrong_70,scDREAMER,truepos_rate,0.630416
bct,randomly_wrong_70,scGEN,ARI_cluster/label,0.831812
bct,randomly_wrong_70,scGEN,ASW_label,0.624398
bct,randomly_wrong_70,scGEN,ASW_label/batch,0.833099
bct,randomly_wrong_70,scGEN,NMI_cluster/label,0.868475
bct,randomly_wrong_70,scGEN,graph_conn,0.999328
bct,randomly_wrong_70,scGEN,kBET,0.0182348
bct,randomly_wrong_70,scGEN,pos_rate,0.994258
bct,randomly_wrong_70,scGEN,truepos_rate,0.0582913
bct,unsupervised,Harmony,ARI_cluster/label,0.97768
bct,unsupervised,Harmony,ASW_label,0.718326
bct,unsupervised,Harmony,ASW_label/batch,0.95659
bct,unsupervised,Harmony,NMI_cluster/label,0.956983
bct,unsupervised,Harmony,graph_conn,1
bct,unsupervised,Harmony,isolated_label_F1,0.991525
bct,unsupervised,Harmony,isolated_label_silhouette,0.712991
bct,unsupervised,Harmony,kBET,0.120975
bct,unsupervised,Harmony,lisi_b,0.213064
bct,unsupervised,Harmony,lisi_c,0.993725
bct,unsupervised,Harmony,lisi_f1,0.350894
bct,unsupervised,Harmony,pos_rate,0.99478
bct,unsupervised,Harmony,truepos_rate,0.228119
bct,unsupervised,Seurat,ARI_cluster/label,0.986136
bct,unsupervised,Seurat,ASW_label,0.722325
bct,unsupervised,Seurat,ASW_label/batch,0.907664
bct,unsupervised,Seurat,NMI_cluster/label,0.969458
bct,unsupervised,Seurat,graph_conn,0.999875
bct,unsupervised,Seurat,isolated_label_F1,0.994781
bct,unsupervised,Seurat,isolated_label_silhouette,0.711087
bct,unsupervised,Seurat,kBET,0.194246
bct,unsupervised,Seurat,lisi_b,0.300363
bct,unsupervised,Seurat,lisi_c,0.996589
bct,unsupervised,Seurat,lisi_f1,0.461603
bct,unsupervised,Seurat,pos_rate,0.995128
bct,unsupervised,Seurat,truepos_rate,0.268836
bct,unsupervised,scCRAFT,ARI_cluster/label,0.893895
bct,unsupervised,scCRAFT,ASW_label,0.69035
bct,unsupervised,scCRAFT,ASW_label/batch,0.908472
bct,unsupervised,scCRAFT,NMI_cluster/label,0.862668
bct,unsupervised,scCRAFT,graph_conn,0.931854
bct,unsupervised,scCRAFT,isolated_label_F1,0.930347
bct,unsupervised,scCRAFT,isolated_label_silhouette,0.682611
bct,unsupervised,scCRAFT,kBET,0.45629
bct,unsupervised,scCRAFT,lisi_b,0.403828
bct,unsupervised,scCRAFT,lisi_c,0.995558
bct,unsupervised,scCRAFT,lisi_f1,0.574586
bct,unsupervised,scCRAFT,pos_rate,0.995824
bct,unsupervised,scCRAFT,truepos_rate,0.384026
bct,unsupervised,scVI,ARI_cluster/label,0.973605
bct,unsupervised,scVI,ASW_label,0.561746
bct,unsupervised,scVI,ASW_label/batch,0.90712
bct,unsupervised,scVI,NMI_cluster/label,0.947588
bct,unsupervised,scVI,graph_conn,0.999776
bct,unsupervised,scVI,isolated_label_F1,0.987891
bct,unsupervised,scVI,isolated_label_silhouette,0.56
bct,unsupervised,scVI,kBET,0.328251
bct,unsupervised,scVI,lisi_b,0.265205
bct,unsupervised,scVI,lisi_c,0.967811
bct,unsupervised,scVI,lisi_f1,0.416326
bct,unsupervised,scVI,pos_rate,0.990604
bct,unsupervised,scVI,truepos_rate,0.53106
bct,unsupervised,scanorama,ARI_cluster/label,0.982933
bct,unsupervised,scanorama,ASW_label,0.680228
bct,unsupervised,scanorama,ASW_label/batch,0.902023
bct,unsupervised,scanorama,NMI_cluster/label,0.964939
bct,unsupervised,scanorama,graph_conn,1
bct,unsupervised,scanorama,isolated_label_F1,0.991583
bct,unsupervised,scanorama,isolated_label_silhouette,0.675281
bct,unsupervised,scanorama,kBET,0.040616
bct,unsupervised,scanorama,lisi_b,0.113
bct,unsupervised,scanorama,lisi_c,0.995
bct,unsupervised,scanorama,lisi_f1,0.202
bct,unsupervised,scanorama,pos_rate,0.995998
bct,unsupervised,scanorama,truepos_rate,0.046285
human_immune,Azimuth,ItClust,ARI_cluster/label,0.566539
human_immune,Azimuth,ItClust,ASW_label,0.74737
human_immune,Azimuth,ItClust,ASW_label/batch,0.524975
human_immune,Azimuth,ItClust,NMI_cluster/label,0.702208
human_immune,Azimuth,ItClust,graph_conn,0.723909
human_immune,Azimuth,ItClust,isolated_label_F1,0.40011
human_immune,Azimuth,ItClust,isolated_label_silhouette,0.334517
human_immune,Azimuth,ItClust,kBET,0.488784
human_immune,Azimuth,ItClust,lisi_b,0.286703
human_immune,Azimuth,ItClust,lisi_c,0.980696
human_immune,Azimuth,ItClust,lisi_f1,0.443694
human_immune,Azimuth,ItClust,pos_rate,0.86301
human_immune,Azimuth,ItClust,truepos_rate,0.229004
human_immune,Azimuth,STACAS,ARI_cluster/label,0.773276
human_immune,Azimuth,STACAS,ASW_label,0.599795
human_immune,Azimuth,STACAS,ASW_label/batch,0.895884
human_immune,Azimuth,STACAS,NMI_cluster/label,0.819931
human_immune,Azimuth,STACAS,graph_conn,0.957026
human_immune,Azimuth,STACAS,isolated_label_F1,0.850849
human_immune,Azimuth,STACAS,isolated_label_silhouette,0.647996
human_immune,Azimuth,STACAS,kBET,0.286253
human_immune,Azimuth,STACAS,lisi_b,0.273657
human_immune,Azimuth,STACAS,lisi_c,0.988653
human_immune,Azimuth,STACAS,lisi_f1,0.428661
human_immune,Azimuth,STACAS,pos_rate,0.91512
human_immune,Azimuth,STACAS,truepos_rate,0.133857
human_immune,Azimuth,scANVI,ARI_cluster/label,0.805216
human_immune,Azimuth,scANVI,ASW_label,0.611201
human_immune,Azimuth,scANVI,ASW_label/batch,0.859427
human_immune,Azimuth,scANVI,NMI_cluster/label,0.790637
human_immune,Azimuth,scANVI,graph_conn,0.961328
human_immune,Azimuth,scANVI,isolated_label_F1,0.796896
human_immune,Azimuth,scANVI,isolated_label_silhouette,0.607033
human_immune,Azimuth,scANVI,kBET,0.24951
human_immune,Azimuth,scANVI,lisi_b,0.269885
human_immune,Azimuth,scANVI,lisi_c,0.989301
human_immune,Azimuth,scANVI,lisi_f1,0.424079
human_immune,Azimuth,scANVI,pos_rate,0.901331
human_immune,Azimuth,scANVI,truepos_rate,0.160837
human_immune,Azimuth,scDREAMER,ARI_cluster/label,0.748511
human_immune,Azimuth,scDREAMER,ASW_label,0.596751
human_immune,Azimuth,scDREAMER,ASW_label/batch,0.897248
human_immune,Azimuth,scDREAMER,NMI_cluster/label,0.762691
human_immune,Azimuth,scDREAMER,graph_conn,0.960216
human_immune,Azimuth,scDREAMER,isolated_label_F1,0.625322
human_immune,Azimuth,scDREAMER,isolated_label_silhouette,0.571927
human_immune,Azimuth,scDREAMER,kBET,0.51369
human_immune,Azimuth,scDREAMER,lisi_b,0.316081
human_immune,Azimuth,scDREAMER,lisi_c,0.985487
human_immune,Azimuth,scDREAMER,lisi_f1,0.478644
human_immune,Azimuth,scDREAMER,pos_rate,0.899391
human_immune,Azimuth,scDREAMER,truepos_rate,0.536232
human_immune,Azimuth,scGEN,ARI_cluster/label,0.740906
human_immune,Azimuth,scGEN,ASW_label,0.566455
human_immune,Azimuth,scGEN,ASW_label/batch,0.888973
human_immune,Azimuth,scGEN,NMI_cluster/label,0.756374
human_immune,Azimuth,scGEN,graph_conn,0.926769
human_immune,Azimuth,scGEN,isolated_label_F1,0.709242
human_immune,Azimuth,scGEN,isolated_label_silhouette,0.574713
human_immune,Azimuth,scGEN,kBET,0.402217
human_immune,Azimuth,scGEN,lisi_b,0.284385
human_immune,Azimuth,scGEN,lisi_c,0.985743
human_immune,Azimuth,scGEN,lisi_f1,0.44142
human_immune,Azimuth,scGEN,pos_rate,0.88608
human_immune,Azimuth,scGEN,truepos_rate,0.184176
human_immune,CellAssign,ItClust,ARI_cluster/label,0.100004
human_immune,CellAssign,ItClust,ASW_label,0.387555
human_immune,CellAssign,ItClust,ASW_label/batch,0.67152
human_immune,CellAssign,ItClust,NMI_cluster/label,0.232655
human_immune,CellAssign,ItClust,graph_conn,0.555288
human_immune,CellAssign,ItClust,isolated_label_F1,0.271718
human_immune,CellAssign,ItClust,isolated_label_silhouette,0.18664
human_immune,CellAssign,ItClust,kBET,0.447474
human_immune,CellAssign,ItClust,lisi_b,0.33644
human_immune,CellAssign,ItClust,lisi_c,0.876901
human_immune,CellAssign,ItClust,lisi_f1,0.486301
human_immune,CellAssign,ItClust,pos_rate,0.296454
human_immune,CellAssign,ItClust,truepos_rate,0.136214
human_immune,CellAssign,STACAS,ARI_cluster/label,0.767722
human_immune,CellAssign,STACAS,ASW_label,0.596988
human_immune,CellAssign,STACAS,ASW_label/batch,0.897226
human_immune,CellAssign,STACAS,NMI_cluster/label,0.813101
human_immune,CellAssign,STACAS,graph_conn,0.967187
human_immune,CellAssign,STACAS,isolated_label_F1,0.848636
human_immune,CellAssign,STACAS,isolated_label_silhouette,0.645206
human_immune,CellAssign,STACAS,kBET,0.288946
human_immune,CellAssign,STACAS,lisi_b,0.287427
human_immune,CellAssign,STACAS,lisi_c,0.987978
human_immune,CellAssign,STACAS,lisi_f1,0.445305
human_immune,CellAssign,STACAS,pos_rate,0.911777
human_immune,CellAssign,STACAS,truepos_rate,0.139856
human_immune,CellAssign,scANVI,ARI_cluster/label,0.832184
human_immune,CellAssign,scANVI,ASW_label,0.58357
human_immune,CellAssign,scANVI,ASW_label/batch,0.878271
human_immune,CellAssign,scANVI,NMI_cluster/label,0.820384
human_immune,CellAssign,scANVI,graph_conn,0.973523
human_immune,CellAssign,scANVI,isolated_label_F1,0.839742
human_immune,CellAssign,scANVI,isolated_label_silhouette,0.634527
human_immune,CellAssign,scANVI,kBET,0.225182
human_immune,CellAssign,scANVI,lisi_b,0.265512
human_immune,CellAssign,scANVI,lisi_c,0.989029
human_immune,CellAssign,scANVI,lisi_f1,0.418638
human_immune,CellAssign,scANVI,pos_rate,0.919955
human_immune,CellAssign,scANVI,truepos_rate,0.138542
human_immune,CellAssign,scDREAMER,ARI_cluster/label,0.712972
human_immune,CellAssign,scDREAMER,ASW_label,0.563297
human_immune,CellAssign,scDREAMER,ASW_label/batch,0.919081
human_immune,CellAssign,scDREAMER,NMI_cluster/label,0.738183
human_immune,CellAssign,scDREAMER,graph_conn,0.965455
human_immune,CellAssign,scDREAMER,isolated_label_F1,0.686084
human_immune,CellAssign,scDREAMER,isolated_label_silhouette,0.572892
human_immune,CellAssign,scDREAMER,kBET,0.55273
human_immune,CellAssign,scDREAMER,lisi_b,0.330144
human_immune,CellAssign,scDREAMER,lisi_c,0.97794
human_immune,CellAssign,scDREAMER,lisi_f1,0.49364
human_immune,CellAssign,scDREAMER,pos_rate,0.859249
human_immune,CellAssign,scDREAMER,truepos_rate,0.598669
human_immune,CellAssign,scGEN,ARI_cluster/label,0.420006
human_immune,CellAssign,scGEN,ASW_label,0.537737
human_immune,CellAssign,scGEN,ASW_label/batch,0.907663
human_immune,CellAssign,scGEN,NMI_cluster/label,0.673316
human_immune,CellAssign,scGEN,graph_conn,0.915176
human_immune,CellAssign,scGEN,isolated_label_F1,0.774415
human_immune,CellAssign,scGEN,isolated_label_silhouette,0.584687
human_immune,CellAssign,scGEN,kBET,0.140566
human_immune,CellAssign,scGEN,lisi_b,0.154216
human_immune,CellAssign,scGEN,lisi_c,0.98617
human_immune,CellAssign,scGEN,lisi_f1,0.266722
human_immune,CellAssign,scGEN,pos_rate,0.924014
human_immune,CellAssign,scGEN,truepos_rate,0.0856861
human_immune,azimuth_fuzzy,ItClust,ARI_cluster/label,0.651428
human_immune,azimuth_fuzzy,ItClust,ASW_label,0.765234
human_immune,azimuth_fuzzy,ItClust,ASW_label/batch,0.513863
human_immune,azimuth_fuzzy,ItClust,NMI_cluster/label,0.721547
human_immune,azimuth_fuzzy,ItClust,graph_conn,0.817864
human_immune,azimuth_fuzzy,ItClust,isolated_label_F1,0.417323
human_immune,azimuth_fuzzy,ItClust,isolated_label_silhouette,0.263762
human_immune,azimuth_fuzzy,ItClust,kBET,0.477027
human_immune,azimuth_fuzzy,ItClust,lisi_b,0.308377
human_immune,azimuth_fuzzy,ItClust,lisi_c,0.974845
human_immune,azimuth_fuzzy,ItClust,lisi_f1,0.468539
human_immune,azimuth_fuzzy,ItClust,pos_rate,0.815496
human_immune,azimuth_fuzzy,ItClust,truepos_rate,0.318391
human_immune,azimuth_fuzzy,STACAS,ARI_cluster/label,0.772083
human_immune,azimuth_fuzzy,STACAS,ASW_label,0.600753
human_immune,azimuth_fuzzy,STACAS,ASW_label/batch,0.896381
human_immune,azimuth_fuzzy,STACAS,NMI_cluster/label,0.812485
human_immune,azimuth_fuzzy,STACAS,graph_conn,0.967906
human_immune,azimuth_fuzzy,STACAS,isolated_label_F1,0.842332
human_immune,azimuth_fuzzy,STACAS,isolated_label_silhouette,0.648915
human_immune,azimuth_fuzzy,STACAS,kBET,0.279345
human_immune,azimuth_fuzzy,STACAS,lisi_b,0.280479
human_immune,azimuth_fuzzy,STACAS,lisi_c,0.988646
human_immune,azimuth_fuzzy,STACAS,lisi_f1,0.436985
human_immune,azimuth_fuzzy,STACAS,pos_rate,0.914463
human_immune,azimuth_fuzzy,STACAS,truepos_rate,0.145616
human_immune,azimuth_fuzzy,scANVI,ARI_cluster/label,0.822557
human_immune,azimuth_fuzzy,scANVI,ASW_label,0.620309
human_immune,azimuth_fuzzy,scANVI,ASW_label/batch,0.861021
human_immune,azimuth_fuzzy,scANVI,NMI_cluster/label,0.805986
human_immune,azimuth_fuzzy,scANVI,graph_conn,0.960221
human_immune,azimuth_fuzzy,scANVI,isolated_label_F1,0.806905
human_immune,azimuth_fuzzy,scANVI,isolated_label_silhouette,0.623035
human_immune,azimuth_fuzzy,scANVI,kBET,0.253023
human_immune,azimuth_fuzzy,scANVI,lisi_b,0.270163
human_immune,azimuth_fuzzy,scANVI,lisi_c,0.989668
human_immune,azimuth_fuzzy,scANVI,lisi_f1,0.424457
human_immune,azimuth_fuzzy,scANVI,pos_rate,0.917239
human_immune,azimuth_fuzzy,scANVI,truepos_rate,0.159554
human_immune,azimuth_fuzzy,scDREAMER,ARI_cluster/label,0.789651
human_immune,azimuth_fuzzy,scDREAMER,ASW_label,0.59391
human_immune,azimuth_fuzzy,scDREAMER,ASW_label/batch,0.903836
human_immune,azimuth_fuzzy,scDREAMER,NMI_cluster/label,0.776652
human_immune,azimuth_fuzzy,scDREAMER,graph_conn,0.957059
human_immune,azimuth_fuzzy,scDREAMER,isolated_label_F1,0.642113
human_immune,azimuth_fuzzy,scDREAMER,isolated_label_silhouette,0.569984
human_immune,azimuth_fuzzy,scDREAMER,kBET,0.547875
human_immune,azimuth_fuzzy,scDREAMER,lisi_b,0.326237
human_immune,azimuth_fuzzy,scDREAMER,lisi_c,0.983778
human_immune,azimuth_fuzzy,scDREAMER,lisi_f1,0.489986
human_immune,azimuth_fuzzy,scDREAMER,pos_rate,0.890766
human_immune,azimuth_fuzzy,scDREAMER,truepos_rate,0.611055
human_immune,azimuth_fuzzy,scGEN,ARI_cluster/label,0.726405
human_immune,azimuth_fuzzy,scGEN,ASW_label,0.560336
human_immune,azimuth_fuzzy,scGEN,ASW_label/batch,0.899126
human_immune,azimuth_fuzzy,scGEN,NMI_cluster/label,0.756187
human_immune,azimuth_fuzzy,scGEN,graph_conn,0.91484
human_immune,azimuth_fuzzy,scGEN,isolated_label_F1,0.628909
human_immune,azimuth_fuzzy,scGEN,isolated_label_silhouette,0.521296
human_immune,azimuth_fuzzy,scGEN,kBET,0.35737
human_immune,azimuth_fuzzy,scGEN,lisi_b,0.249597
human_immune,azimuth_fuzzy,scGEN,lisi_c,0.983183
human_immune,azimuth_fuzzy,scGEN,lisi_f1,0.398124
human_immune,azimuth_fuzzy,scGEN,pos_rate,0.904614
human_immune,azimuth_fuzzy,scGEN,truepos_rate,0.255477
human_immune,full_annotated_supervised,ItClust,ARI_cluster/label,0.943886
human_immune,full_annotated_supervised,ItClust,ASW_label,0.943951
human_immune,full_annotated_supervised,ItClust,ASW_label/batch,0.748553
human_immune,full_annotated_supervised,ItClust,NMI_cluster/label,0.939477
human_immune,full_annotated_supervised,ItClust,graph_conn,0.97561
human_immune,full_annotated_supervised,ItClust,isolated_label_F1,0.998772
human_immune,full_annotated_supervised,ItClust,isolated_label_silhouette,0.977472
human_immune,full_annotated_supervised,ItClust,kBET,0.482741
human_immune,full_annotated_supervised,ItClust,lisi_b,0.280105
human_immune,full_annotated_supervised,ItClust,lisi_c,0.996885
human_immune,full_annotated_supervised,ItClust,lisi_f1,0.437329
human_immune,full_annotated_supervised,ItClust,pos_rate,0.970572
human_immune,full_annotated_supervised,ItClust,truepos_rate,0.283651
human_immune,full_annotated_supervised,STACAS,ARI_cluster/label,0.772917
human_immune,full_annotated_supervised,STACAS,ASW_label,0.60141
human_immune,full_annotated_supervised,STACAS,ASW_label/batch,0.897979
human_immune,full_annotated_supervised,STACAS,NMI_cluster/label,0.82156
human_immune,full_annotated_supervised,STACAS,graph_conn,0.974869
human_immune,full_annotated_supervised,STACAS,isolated_label_F1,0.821381
human_immune,full_annotated_supervised,STACAS,isolated_label_silhouette,0.651585
human_immune,full_annotated_supervised,STACAS,kBET,0.288547
human_immune,full_annotated_supervised,STACAS,lisi_b,0.278341
human_immune,full_annotated_supervised,STACAS,lisi_c,0.989602
human_immune,full_annotated_supervised,STACAS,lisi_f1,0.434479
human_immune,full_annotated_supervised,STACAS,pos_rate,0.922491
human_immune,full_annotated_supervised,STACAS,truepos_rate,0.143944
human_immune,full_annotated_supervised,scANVI,ARI_cluster/label,0.870068
human_immune,full_annotated_supervised,scANVI,ASW_label,0.630781
human_immune,full_annotated_supervised,scANVI,ASW_label/batch,0.874948
human_immune,full_annotated_supervised,scANVI,NMI_cluster/label,0.866766
human_immune,full_annotated_supervised,scANVI,graph_conn,0.984575
human_immune,full_annotated_supervised,scANVI,isolated_label_F1,0.917066
human_immune,full_annotated_supervised,scANVI,isolated_label_silhouette,0.712159
human_immune,full_annotated_supervised,scANVI,kBET,0.235205
human_immune,full_annotated_supervised,scANVI,lisi_b,0.261111
human_immune,full_annotated_supervised,scANVI,lisi_c,0.993863
human_immune,full_annotated_supervised,scANVI,lisi_f1,0.413568
human_immune,full_annotated_supervised,scANVI,pos_rate,0.958008
human_immune,full_annotated_supervised,scANVI,truepos_rate,0.147914
human_immune,full_annotated_supervised,scDREAMER,ARI_cluster/label,0.992612
human_immune,full_annotated_supervised,scDREAMER,ASW_label,0.634106
human_immune,full_annotated_supervised,scDREAMER,ASW_label/batch,0.918877
human_immune,full_annotated_supervised,scDREAMER,NMI_cluster/label,0.975865
human_immune,full_annotated_supervised,scDREAMER,graph_conn,0.999277
human_immune,full_annotated_supervised,scDREAMER,isolated_label_F1,0.944945
human_immune,full_annotated_supervised,scDREAMER,isolated_label_silhouette,0.646618
human_immune,full_annotated_supervised,scDREAMER,kBET,0.643241
human_immune,full_annotated_supervised,scDREAMER,lisi_b,0.338929
human_immune,full_annotated_supervised,scDREAMER,lisi_c,0.99871
human_immune,full_annotated_supervised,scDREAMER,lisi_f1,0.506103
human_immune,full_annotated_supervised,scDREAMER,pos_rate,0.998388
human_immune,full_annotated_supervised,scDREAMER,truepos_rate,0.77416
human_immune,full_annotated_supervised,scGEN,ARI_cluster/label,0.902391
human_immune,full_annotated_supervised,scGEN,ASW_label,0.596334
human_immune,full_annotated_supervised,scGEN,ASW_label/batch,0.931293
human_immune,full_annotated_supervised,scGEN,NMI_cluster/label,0.900934
human_immune,full_annotated_supervised,scGEN,graph_conn,0.99646
human_immune,full_annotated_supervised,scGEN,isolated_label_F1,0.864871
human_immune,full_annotated_supervised,scGEN,isolated_label_silhouette,0.608587
human_immune,full_annotated_supervised,scGEN,kBET,0.452045
human_immune,full_annotated_supervised,scGEN,lisi_b,0.268412
human_immune,full_annotated_supervised,scGEN,lisi_c,0.995437
human_immune,full_annotated_supervised,scGEN,lisi_f1,0.422815
human_immune,full_annotated_supervised,scGEN,pos_rate,0.976303
human_immune,full_annotated_supervised,scGEN,truepos_rate,0.30493
human_immune,missing_and_mixing_at_edge_30,ItClust,ARI_cluster/label,0.5927
human_immune,missing_and_mixing_at_edge_30,ItClust,ASW_label,0.897121
human_immune,missing_and_mixing_at_edge_30,ItClust,ASW_label/batch,0.589895
human_immune,missing_and_mixing_at_edge_30,ItClust,NMI_cluster/label,0.79019
human_immune,missing_and_mixing_at_edge_30,ItClust,graph_conn,0.934827
human_immune,missing_and_mixing_at_edge_30,ItClust,isolated_label_F1,0.930143
human_immune,missing_and_mixing_at_edge_30,ItClust,isolated_label_silhouette,0.861303
human_immune,missing_and_mixing_at_edge_30,ItClust,kBET,0.546707
human_immune,missing_and_mixing_at_edge_30,ItClust,lisi_b,0.314672
human_immune,missing_and_mixing_at_edge_30,ItClust,lisi_c,0.992949
human_immune,missing_and_mixing_at_edge_30,ItClust,lisi_f1,0.477895
